zip_code,radius
32060,35154.085302134015
32066,26607.673042205308
32080,9044.097138203617
32092,15940.472098938539
32094,9568.021431274832
32205,5909.136035737614
32331,22996.964864940797
32430,12662.844601189481
32565,30820.9905083728
32656,18191.029767057946
32683,5259.474856836852
32764,18191.23474176001
32831,6200.979909924438
32926,10897.878347629034
33021,3681.4847159168717
33070,6967.814395212452
33162,3090.4210436304015
33314,3793.9905108025473
33470,26449.60430236034
33527,6834.088928927367
33584,5937.667065538229
33634,2872.500396005357
33705,3119.4772044315537
33850,5286.552075231754
32328,23131.66665737426
32333,13550.582870363047
32343,10622.67411596191
32456,19748.104961701796
32459,18881.675108073985
32566,9308.642068611673
32618,15154.504996617301
32725,8861.31046918254
32765,8408.833393774286
32778,12516.76517531923
32953,8389.93551805535
33142,7978.960726420128
33187,23033.861046050333
33305,2682.7037200953337
33316,3192.310180389323
33327,14463.312967174334
33415,2847.675267695796
33461,2802.4002759893115
33572,4753.836871166304
33755,3807.6730514109818
33770,4795.231740943893
33771,4392.833596660818
33852,36025.23006259468
33952,3573.6143895064697
33867,5132.896960909716
34102,2511.7497815392817
34110,5265.645973524533
34239,2969.930109833312
34453,11189.51140496967
34669,5749.581695897123
34695,2756.7808272323473
34739,29135.396983526185
34761,5312.574263868891
32046,24752.72486030516
32053,20960.385731809427
32055,22602.697783398417
32061,7781.2564653933105
32112,16806.748299365197
32137,9161.95820715001
32190,10140.724602663302
32218,10757.46887840056
32348,28058.51951493127
32427,9384.872257622157
32505,4310.061220757988
32563,14380.166719881587
32583,20726.383607483465
32680,29349.742082275523
33955,14299.006602738269
34112,6659.248533499895
34211,10525.673622420954
34235,3719.848534543764
34449,16776.674923113234
34601,14108.67306228103
34691,4311.379213496241
34981,4567.715485461363
32008,20724.551697105413
32011,18596.143655986372
32034,10325.082512536233
32038,12169.214486633055
32110,25546.301885339628
32128,8864.675770351932
32174,16308.796046843561
32208,6040.706160675013
32310,40760.478817531424
32336,18913.76099554407
32423,12425.045944970556
32443,11213.497463749507
32460,11531.558848437915
32539,15698.929473662669
32619,11106.558496340305
32701,3216.086373088845
32714,3613.9165162333284
32754,13531.63216929339
32776,14525.064010985358
32814,2150.198880910582
32905,5831.6631963809195
33020,2877.968284826197
33031,8365.53518099574
33050,35225.93994915045
33145,3176.466008472061
33165,3253.1619004792187
33170,21495.20213025924
33194,27537.58119559737
33556,7592.488295463633
33619,6648.912957035226
33716,5016.5409542927555
33810,15329.928669475215
33838,3971.281920643977
33917,9743.459768389706
33947,4794.07599590406
33990,3609.7847850402673
34224,6172.781895636281
34237,1999.8796674167515
34452,9490.868820500405
34602,11984.514598964624
35080,12735.502297383939
35083,7183.619844724594
35097,5287.047668341635
35116,6759.290081668706
35176,6669.007379796777
35463,12588.665802709826
35585,17628.538791621635
35661,15992.0585620029
35744,8050.447241590699
35904,17783.032242934518
35983,10209.335032360323
36022,14704.677019401179
36066,6694.743190983593
36088,1845.9028019894236
36201,9829.553291013783
36310,18567.291019594402
36346,14275.676816014678
36375,17437.38962484279
36474,18021.98322626073
36521,17000.763545319292
36559,1147.5749792747986
36575,8413.097189581576
36607,4011.1087249812113
36740,12262.853936814103
34689,5272.2511082730725
34773,22725.985139048225
34952,6163.074438956107
32009,14747.708293610673
32043,18194.945377106967
32086,11270.765255860657
32091,16884.828222570606
32141,6188.751252479877
32259,18027.54588738514
32317,12354.031439739825
32359,21887.117569321963
32408,7790.720311664868
32440,15444.39928607763
32464,20800.464714090424
32626,26711.987873865804
32643,15854.850019123562
32703,12871.455086666938
32805,3737.5136562903986
32825,4691.989718169974
32826,3866.0505931371813
32937,6426.91766092799
32962,4275.834242825695
33060,2652.8084866053937
33126,4549.184730291182
36784,42600.56768467593
36915,8515.435253803167
35035,14094.0242332928
35078,12697.260010468563
35127,4718.865513049487
35136,9430296.063890245
35146,17847.649704424624
35206,5493.534289283453
35210,7428.959149583818
35543,6834.801555321707
35581,20655.20198992433
35741,7784.997834556735
35754,10798.831546488576
35766,9706.066420527763
35808,8152.696760258168
35960,25494.72814176211
36024,12839.425766536182
36105,11032.930160657512
36318,7746.7152396266465
36376,6996.148288043131
36456,28690.109425936855
36483,23041.48340192895
36540,14014.933221398722
33140,3024.215030101173
33156,5336.216402007847
33160,2736.3776297938634
33161,2283.573423042663
33176,3442.630260889358
33179,4079.56644104011
33308,2173.0239119750504
33330,4781.094666600721
33458,9151.853260858958
33544,5947.587501910089
33592,10887.07041353615
33617,3356.6209806188676
33708,5376.257416899465
33801,6627.190746713106
33843,21080.443939132718
33922,12903.163860950377
34114,21796.728588967802
34223,11254.474415943921
34286,13953.390580706799
34471,7219.164091870548
34604,9271.407230948767
34653,4073.3072707433944
34984,5279.225860720101
34997,17846.051750167942
36576,4904.8730647326465
36750,13592.388735953142
36860,21863.791085582063
30165,25476.345674451313
35022,10921.329687044588
35053,14855.056287216457
35063,9530.590341853369
35147,15851.00701077676
35204,4743.249042949421
35217,6164.899927897317
35244,10793.888898331232
35444,26249.55470005668
35474,19147.05359457887
35570,24780.968393506293
35587,11182.184977692212
35654,17047.38096600391
35774,8082.334125802966
35968,14678.826155451367
35981,10149.591137519219
36075,16066.67267662779
36278,15833.703221506266
36323,16556.999489045655
36481,11724.815546914928
36558,25499.833187499607
32059,11284.292970321692
32064,28448.44494157197
32065,11395.633466806037
32083,8438.006695268707
32162,6112.208570161137
32216,5575.143937621687
32254,6319.3566234173395
32332,3205.4521669180613
32435,31031.92818612699
32503,5478.556267232825
32534,5310.408257208678
32621,11526.70970613523
32641,10790.13130681772
32694,9101.521798684302
32744,4237.692125781194
32819,8436.337093664562
32904,17081.08903766078
33004,3965.7168662675954
33062,2550.7236328256836
33068,4816.623578864017
33157,5639.595701645599
33168,1878.650571410958
33322,3004.9012199026993
33331,3671.3642317809827
36693,5805.197271395092
36793,10696.112526719298
36854,12532.71416319204
36925,33063.5921482396
35014,13101.801689047372
35033,13273.67904770292
35051,15720.770740886037
35068,5888.614177209912
35087,6636.429108339438
35133,11207.877827771717
35223,5960.627733341282
35458,8125.108521659083
35481,16091.029441787818
35579,19612.568456349163
35748,10011.385532950766
35901,13200.561043322017
35956,21159.757787792125
36006,10061.079247893927
36043,13374.016307855274
36092,15234.483821488135
36109,4680.064541331995
36256,14818.061465235829
36311,19689.817615104956
36320,21806.458673732366
35023,21030.494533729372
35049,12957.749932501856
35111,13593.780328312178
35112,2556.958869150178
35128,27828.74108633669
35171,9489.106991049906
35453,12067.151896077352
35480,15262.036481891053
35563,12567.754451279687
35580,10326.421870585
35611,21917.46971081662
35660,5415.610327559662
35755,12539.2532834662
35801,5787.215022714561
35950,12622.781623002724
36005,19046.85551134844
36035,17538.833386010338
36042,11122.322906237576
36273,9604.786574316036
36441,13622.098249177863
36482,14579.909211022596
36505,10935.94920119416
36511,4913.874743246029
36532,8745.943808053984
36473,5592.511764109016
36548,8529.51303569053
36578,8020.283945357047
36613,10276.478610684795
36754,9396.617846959361
36768,20843.75523679115
36867,6044.390113438378
36904,26145.047220440803
36008,1806.8470980112259
32709,15518.26947047438
32720,14624.599563102664
32732,10366.648957577529
32746,7330.537943278083
32779,5288.688894976119
32822,3411.4015587955537
32907,9673.413539795158
33001,4005.9444077188627
33019,2211.983376827861
33034,88749.54029086774
33043,19587.281853510725
33150,1330.769837816594
33196,23391.82648661054
33315,2691.2215764641883
33483,2108.8645629374782
36587,14598.02776592985
36744,23960.093444217422
36773,19140.862654801746
36853,20023.739286590986
36922,13063.538579773965
35005,14026.354107880088
35006,15593.54465214412
35031,16658.571620564086
35046,14045.082649221265
35064,2748.083018441401
35125,15760.026622773175
35235,6000.978651871831
35406,11237.762689007544
35490,12839.982969251138
35643,12249.491385258629
35671,10388.965056609839
35768,17818.901353514117
35776,15225.378038528665
35954,25076.18022538178
36013,8743.652691949483
36047,22555.905354041857
36091,14822.569534944438
36280,17329.497480500402
36426,40274.522876141884
33525,21633.854520048764
33543,7076.858335267664
33702,5563.865572636811
33712,1994.02853596527
33714,2766.491002674534
33763,2418.1224257741
33803,10388.28177872628
33837,9352.923941180226
33873,20078.15288581452
33897,9046.46563216722
33928,18070.386944911068
33974,7826.7583820247
34101,5528.5733011622415
34142,56411.385885582866
34202,11124.07734746453
34251,20533.896801778632
34287,6880.337042797708
34475,3779.0926982688516
34654,6868.198835561548
34690,2357.2921709774214
34759,11852.027135919745
34797,3884.917433037907
34953,6312.421350821452
36442,22065.861962648196
36518,28492.905526339597
36567,35192.53408668788
36585,21967.77749522918
36617,3198.8804692932918
36751,15418.648889401511
36875,17034.558249505895
35004,5849.711881266905
35016,13423.368064366676
35019,8635.964307283002
35034,16918.28459414511
35057,21101.501087967255
35062,12148.699072344665
35149,2521.1532776344584
35180,15850.180740797714
35243,4962.945696761254
35405,12278.345721169742
35457,3802.277678183669
35503,13284.642508213854
35548,13463.770025605298
35601,14246.910534486087
35763,9167.617507323605
35903,18863.835326854198
32033,11528.538686893995
32071,27160.42805489962
32097,20245.679409366196
32118,4829.9452669951115
32207,5333.5002349812385
32221,13496.988586907122
32301,4094.777992153805
32309,19429.458661420646
32444,6820.298902297247
32462,36415.2807835915
32547,11690.906438811524
32567,18289.205799356405
32580,5739.041033349689
32712,18431.568858241495
32812,3847.6751466130427
32901,5635.767057427937
32948,17906.85463272876
33030,7863.987126522687
33172,3500.372343450361
33177,3556.976491032867
33189,4902.324333805476
33328,2997.4733714404724
33406,2665.994170617126
35973,16940.22461062473
35987,12046.109229866437
36030,12300.4843035206
36037,27011.810151774036
36108,14515.31092721899
36269,6990.078204425663
36353,18014.349777563526
36451,14663.77131285394
36560,13026.147527967732
36619,8631.944638015275
36720,15924.382048531053
36742,12722.722899351727
36863,10235.323976780099
36879,11894.048998082724
35040,13203.167035490651
35045,13494.40731835852
35054,6790.035133455256
35082,3300.195986585532
35085,17145.380324331432
35115,17592.74302950615
35150,11165.977518520842
35214,5647.530567349383
35469,12500.416836368824
35546,20398.309878759363
85008,
85032,
85054,
85085,
85138,
85204,
85257,
85266,
85355,
85530,
85614,
85736,
85928,
86015,
86401,
86429,
86544,
85378,
84531,
86504,
86515,
85043,
85233,
85297,
85323,
96722,
96748,
96755,
96714,
96773,
96778,
96795,
96792,
96706,
96716,
96734,
96762,
96818,
96860,
96710,
96754,
96765,
96815,
96712,
96732,
96764,
96770,
96782,
96822,
18902,9640.394741196613
18974,7240.4102047447805
19013,6021.252826322261
19023,2600.6057025436658
19038,5529.148051450207
19301,3025.329497318258
19317,12628.21129705602
19348,10563.089868535591
19401,4181.038437277305
19507,17584.016374344454
16675,11367944.663961379
16864,10325.253206528325
15010,14312.229675619548
15044,11325.87513951049
15052,11143.671026795151
15066,9446.24526673324
15083,3126.7995485539464
15116,5675.641456656284
15205,9526.622650674952
15235,8424.019016549602
15239,6326.982919697196
15352,15913.08138332514
15364,9268.289555712245
15410,
05051,10324.991631143455
05059,5489.990535607984
05143,16071.015228267715
05154,
05361,6717.060075332983
05443,14614.527442294739
05648,5930.892779988251
05667,16440.426403758513
05761,10238.54433776276
05770,9582.042087477119
05666,1391.7702266079752
05045,13333.247351463766
05046,17472.926629441634
05076,7465.548767991576
05444,15610717.630022973
05452,13800.793266581357
05458,8562.068835769216
05679,11209.719144692095
05736,3622.3063652482683
05764,13635.654019023006
05837,16452.49636265688
05001,11084.276693326303
05257,5974.168418461594
17501,2856.978355232189
17545,10542.22480845641
17572,6612.780975137803
17601,15783.69415690658
17745,29949.990097241356
17751,27664.869665497445
17959,11130.45222995034
18017,7631.582553346831
18053,8438.747267418148
18073,9193.634952574446
18222,15181.982620049834
18235,23754.78898211956
18347,13921.955225784744
18414,13835.625135204396
18630,11972.084130392015
18634,5817.6718938967015
18660,18631.047703166012
18704,6318.442074209192
18823,4116.303169753835
18929,5174.145651942581
18955,2333.8661092868815
19014,6025.188741342485
19032,2036.8691016057708
19063,8258.822490161023
96766,
96769,
96791,
96705,
96726,
96730,
96750,
96752,
96772,
96817,
83424,
83463,
83520,
83605,
83642,
83814,
83830,
83843,
83212,
83227,
83238,
83255,
83338,
83422,
15449,3029.523519326185
15454,
15459,7804.515694121805
15462,2398.8090829883768
15468,4872.637267220595
15533,12330.733518916293
15559,
15633,
15655,
15666,13385.21354749103
15717,21454.248536451436
15728,12461.234753933435
15840,8089.721713752745
15849,10556.936745865933
16025,15043.482792793902
16201,22340.86061366493
16371,8227.972180522827
16433,16394.856268773667
16634,4798.9301208681445
16640,9284.528036900238
16667,9515.028311865692
16694,4042.144524984077
16731,11826.538731580598
16841,21024.637395704423
82005,
82052,
82061,
82242,
82714,
82720,
82053,
82083,
82219,
82335,
82430,
82435,
82523,
82620,
82644,
82727,
82833,
82942,
83111,
83122,
82058,
82325,
82839,
83014,
19151,2961.0337773162787
19362,12531.803533602722
19438,8469.425320844268
19550,2307.0121114819817
19608,5957.6435272161125
16475,
17769,10570.25944934694
15012,10823.57431610368
15062,2783.4638758131487
15065,4445.336693368431
15085,7316.685115462748
15106,6469.224406300328
15145,1976.4370255012616
15207,4062.5202783115055
15311,8797.156420512672
15366,10420522.78976619
15376,6590.674771020857
15479,8053.73316694231
15537,20059.908225448886
15624,1260.8657737939318
15662,
15687,11122.85120486029
15753,
83468,
83555,
83822,
83832,
83873,
83202,
83235,
83250,
83271,
83276,
83626,
83661,
83676,
83813,
83837,
83864,
83217,
83286,
83311,
83328,
83333,
83428,
83440,
83455,
16860,4815.035551206573
16921,
17011,5559.587358037152
17013,10995.725228929197
17016,
17028,8743.246869295941
17057,9378.798349208648
17228,9426.196164806735
17255,
17321,
17349,8691.15131291044
17532,8874.358987955928
17557,11341.52451527498
17702,25902.527094606816
17777,14189.331494664151
17778,11296150.844165469
17853,10325.881582602025
17888,4591.802007213652
17983,4976.197918406686
18013,10560.300179637683
18070,3963.3902880149362
18214,16152.018643628835
18237,11186.287094034475
18326,16216.130555037591
82221,
82323,
82426,
82640,
82938,
83025,
83114,
82001,
82051,
82059,
82329,
82433,
82441,
82936,
82073,
82213,
82729,
82932,
82009,
82210,
82510,
82520,
82636,
82643,
15765,11558.926847098375
15771,11325.60161412357
15825,17642.69499948804
15864,17808.844603325615
15902,6688.432176218782
15957,3831.116509971692
16041,15243.289439220402
16114,5064.296366638673
16153,14592.715214182646
16218,11428.676623144454
16254,11791.094011858397
16316,12600.094561020474
16416,5402.300743524199
16508,3772.6988850638186
16623,5652.740682996381
16639,11627.675750236069
16678,19718.891272656998
16733,
16832,16589.193597465674
16845,10087960.020271037
16858,12443.366626357987
16927,8373.831212671012
16942,10739.86964063479
16948,16103.779753909428
17036,9756.30967820064
83612,
83627,
83638,
83706,
83802,
83812,
83841,
99128,
59847,
83221,
83223,
83228,
83252,
83334,
83421,
83501,
83525,
83540,
83629,
83657,
83712,
83201,
83204,
83213,
18350,
18435,6738.53223966622
18466,9731.806758178827
18519,3739.852207874375
18623,8176.949990044269
18810,17794.966566321033
18851,6191.960522031508
18923,3155.9977816310593
19044,4091.4860492645353
19083,3972.934141295874
19087,8781.344867673693
19153,4576.732484574276
19344,10462.625626774226
19446,10313.043723661913
19539,10317.954565937534
19541,6729.417050524044
19607,7891.152271297685
19610,3522.55420914693
15682,5483.759514482166
15018,
15019,5238.404892001837
15030,2011.0612283996857
15037,11141.253451976041
15043,5592.168907069261
72550,
72642,
72715,
72744,
72855,
72926,
38769,
72338,
71603,
71642,
71658,
71833,
71943,
71956,
72019,
72048,
72076,
72136,
72206,
72392,
72444,
72460,
72513,
17038,18855.54497519555
17045,8113.214257861642
17046,10055.493086233355
17048,11001.178328465181
17066,12203.62821390417
17111,7379.051241655753
17239,
17302,12201.216290412782
17364,8195.828238159076
17562,8282.060061205035
17772,9809.97652822901
17813,8450.357044967323
17867,5699.590536551955
17960,14638.934147138052
18055,8476.023394416265
18071,12946.28267571281
18092,7265.028736728686
18224,10872.423326495731
18248,
18346,8665.665749804506
18354,5614.315435639596
18445,8855.193069745888
18469,5818.983596161559
18661,20290.90964773003
83318,
83433,
83462,
83546,
83623,
83660,
83705,
83809,
83827,
83850,
15227,3494.0573877533097
15301,13798.629281770978
15317,11314.73960411753
15367,5681.237341076497
15436,4711.902802219718
15447,3432.0449865715864
15451,11505414.072248189
15486,6661.387679670324
15522,22669.993667333634
15547,
15650,12916.137995386167
15744,3337.7709708159036
15845,9920.30272750637
15904,11260.128438583506
15104,3367.6068860224786
15120,3409.424399479532
15146,7889.663730520114
15212,6944.588402213129
15310,7581.299292760607
15327,8927.088986810493
15360,10666.363701831535
15431,15765.249713481502
15470,13223.20726624375
15489,2557.671538567331
15616,
15628,2674.717180620466
15658,18698.808394114963
15724,9370.119255689702
15762,6943.566068344046
15779,3809.3730158216285
15823,7483.3889320062135
15828,7343.131476122542
16001,14366.954989503904
16051,9542.974415340483
16054,
16116,8421.841417068908
16127,12535.07611732824
16146,3293.2984370886047
16224,5977.24777310788
71852,
71853,
71860,
71866,
71950,
72011,
72026,
72036,
72045,
72101,
72120,
72132,
72202,
72331,
72373,
72419,
72479,
72528,
72537,
72567,
72640,
72653,
72753,
72933,
18822,11993.195590193309
18825,3848.020973250875
18853,21818.132523326283
19010,6293.56081380711
19041,4084.977977179313
19060,4129.264537640271
19081,1661.7932590818523
19131,3490.0790168100666
19142,1945.1681866870788
19330,10383.192938776623
19428,6320.260036985218
19475,14136.583437609044
19601,3319.2039194890663
19605,7306.432572303906
15003,3392.811087791575
15024,5914.4049668699545
15033,2072.4147129696826
15067,3134.075535401346
15089,8516.526060348357
15135,5484.954577641955
15147,7437.495197688015
15218,3026.3188287353328
15920,5785.034066692421
15960,
16002,15009.348100701838
16059,8378.627457376559
16101,16309.805115655156
16130,10787.711280572328
16214,12931.237432197775
16321,
16335,18521.847050519973
16402,12177.038378467096
16421,5556.2657781987855
16636,13120.290171647417
16668,12517.74338149651
16750,
16879,3813.8785886817786
17017,12363.994064253135
17033,12533.396765392448
17064,
17071,9223.707751244281
17084,10130.931053650294
17271,8030.246048820544
17350,8986.244384262223
17517,20742.07589461702
17701,33627.22841679529
16232,
16240,9181.165683310159
16259,
16262,8204.739931268748
16319,12655.473325038678
16364,11815.44272963896
16373,21918.59521547726
16611,10955.999174073922
16726,11107.314257170492
16865,8537.915321368888
16922,16446.645810872298
17022,13957.963949436502
17044,15406.464541488844
17052,8069.405832075344
17086,17386.6822673378
17110,5712.592794925353
17215,
17222,12044.032838021329
17241,15820.77868794341
17264,14381.952787700684
17502,7711.476993468151
17509,6381.844417487113
17555,7475.282054578032
17744,6861.519275315719
17768,7700.662267573743
05343,13005.462537214304
05450,19262.47395724345
05471,10551.553475675355
05492,6174.984543929962
05652,8271.56990164391
05675,7791.469924830361
05832,7671.877598160097
05836,11967.72348728003
05860,30428.88280181494
05907,10240197.864494566
05731,7046.317312344625
05033,12131.74968763596
05037,7133.70602460561
05043,6502.212365422067
05142,
05355,9763.845225862435
05647,9898.751539953462
05769,10430.307725510467
05820,7717.219241004383
05902,4269.0791413104835
05035,
05086,12245.108779888571
05148,15597.45375567353
05250,13977.11012604622
05446,14958.630199554616
15241,4373.197404616445
15330,10402.472329393393
15419,1990.5116927844172
15536,8847.07714685188
15540,
15544,
15601,14657.115027994985
15644,9479.42136079001
15690,10080.674679244214
15736,6812.113960823729
15801,13871.39209973343
15846,13189.419053422074
15857,14342.96555192025
15926,7333.01074789562
15944,9227.859212902798
15946,11399.504772058512
16036,3579.709407017076
16055,10260.460773454919
16145,10115.291263041281
16210,7114.713420110961
16258,7766.63349690243
16313,22953.123931026043
16401,18591.63114783569
16420,9723.153821736058
17737,11149.967824304234
17747,23288.469867989905
17754,13102.068437477548
17815,27868.028104517853
17864,7147.399406116393
17870,9592.263693625775
17922,10705.15773712737
17967,15791.021607401395
17981,19639.927068063884
17985,16325.205979115868
18066,11445.378271220252
18229,14248.770389217681
18302,18353.620342448015
18356,1617.0970350905864
18451,
18460,3582.4082305256125
18619,
18632,
18821,3947.319679573389
18854,6974.18403524487
19027,3259.7677309940127
19152,2421.919732519112
19310,6814.479920381364
19355,10580.793133119249
17771,38416.02950425137
17812,8389.051752549321
17846,9874.104636702075
17862,1983.0406006835478
17866,11032.422277209238
17885,8451.743583704556
17976,5703.143527910393
18018,4106.713831531654
18042,7304.082134334687
18072,4479.749385545397
18250,12755.998872136337
18254,2729.0936854962
18325,14764.484368237312
18334,10240.239187892723
18407,15210.849146049593
18443,
18510,2353.789780716035
18621,12728.646099442542
18830,7233.388517388976
18913,2733.3584540970687
18947,6066.035949096443
19020,5969.467202711857
19054,2736.4490585030794
19111,3197.3593466669076
05464,10512.881250934215
05474,10939.405124378007
05476,16672.538961500286
05491,17289.74695477485
05677,6962.240203874097
05759,5760.445142667069
05777,9773.558120548767
05850,4376.272778245457
72524,
72538,
72546,
72578,
72634,
72686,
72719,
72758,
72821,
72838,
72853,
72937,
71638,
71749,
71758,
71835,
16509,11348.154887643821
16511,9496.857761069756
16622,
16625,8398.002693399521
16674,6181.587676397626
16695,7751.936134177158
16822,35149.13739135212
16836,19874.061849084606
16870,20933.686953148008
16917,14670.986606764925
16943,12928.130726155336
17090,8641.262309334004
17094,11415.112087523163
17224,8072.919567659138
17233,10636.256902028594
17262,11426.69678326519
17363,9425.121530252742
17560,8378.380162230196
17727,18452.226131554555
17765,21166.547276246933
17923,3128.774750972711
17968,8651.834888460393
18058,13573.369368931877
19440,6284.819521318853
19462,5349.5596915560845
19530,15964.859713437409
19551,9495.964119880326
19602,2811.2664141646196
17014,
15009,11227.747764314292
15050,6452.929856357126
15054,1446.2081651136473
15074,11972.070515557214
15084,7888.143217502108
15209,3744.66343796728
15232,1562.8263752334208
15323,14271.220071559925
15340,7649.595107540322
15368,1862.3187958068834
15478,16912.344284104216
15521,8294.435801605321
15542,10405.811596037236
15642,8851.291443568749
15656,10214.319348637844
15671,1985.9442301004153
15683,17597.034339888625
19132,2476.1835810181688
19343,9198.786332509566
19510,3668.853370767407
19523,3025.5360595938055
19525,5799.046180677491
02815,3199.792921772619
02838,1658.060750332078
02881,3037.7693851819
02909,3791.6530691903417
02817,16285.487767041705
02896,8587.999509581214
02910,2698.655357401173
02812,4567.108676609601
02816,16443.00473206497
02864,9060.963138477928
02825,15203.113438779452
02891,10729.641161625006
02804,6065.494613033869
02874,8553.585044619127
02903,2765.3531753227135
02830,10410.069077078391
02839,4142.78952354326
71647,
71655,
71665,
71671,
71725,
71801,
71845,
72004,
72024,
72104,
72113,
72129,
72212,
72342,
72384,
72411,
72466,
72522,
72543,
72619,
72628,
72668,
72704,
18244,2243.7233685692768
18331,3691.581423019347
18411,14190.912889847297
18444,18066.47822968465
18464,5622.462398157
18651,5817.6425476939185
18832,18856.488171168032
18845,6029.417879691935
18972,6993.950912967203
19033,1669.708693736166
19078,1996.160029968202
19085,6835.222122731919
19311,8026.286160517144
19373,3002.608246151539
19533,5946.8279399320445
15365,2758.883457348508
15416,
15001,12389.075700532581
15026,12886.502077732976
15090,9956.138197073733
15102,4910.635949394024
15206,3341.967826276213
15213,2524.7351062466114
15221,4961.231996750515
97394,
97435,
97442,
97463,
97497,
97520,
97543,
97711,
97758,
97830,
97875,
97914,
97001,
97004,
97007,
97038,
97060,
97109,
97130,
97136,
97214,
97229,
97368,
97405,
02916,2267.084923961549
02829,1741.9525321042602
02814,13221.281688525314
02832,6733.0260717297415
02865,5583.375161903768
02920,3623.508047236121
02808,3441.0658636162693
02813,9578.997185391758
02822,17848.197306416678
02859,8664.132742797592
02875,1627.215994437233
02889,6630.711613684237
02895,6616.06737875543
84060,
84070,
84086,
84108,
84312,
84340,
84522,
84637,
84711,
84721,
84733,
65729,
71630,
71635,
71651,
71720,
71766,
71922,
71957,
71973,
72039,
72057,
72086,
72123,
72209,
72353,
72410,
72428,
72453,
72471,
72512,
72641,
72683,
72823,
72921,
72936,
86514,
85357,
85373,
85390,
85713,
85929,
86003,
86039,
86324,
86335,
86444,
86545,
84536,
85123,
85128,
85140,
85147,
85213,
85283,
85541,
85622,
85631,
85706,
85719,
97426,
97498,
97535,
97621,
97626,
97810,
97009,
97015,
97064,
97116,
97134,
97224,
97385,
97406,
97448,
97487,
97493,
97732,
97825,
97857,
97883,
97029,
97041,
97055,
20007,3929.4543438908304
20016,3399.997622614213
20260,274.3748149287731
20018,3553.6157224618887
20418,158.5723382677195
20003,3003.4065701090744
20011,4446.6876495868655
20001,1391.7287570527974
20431,99.10273885906666
20009,1550.890207219771
20008,2018.9700780374715
20032,4846.219417143182
20037,1189.3927612031869
20551,
20566,384.73928870334294
84010,
84029,
84039,
84061,
71861,
71958,
72034,
72061,
72081,
72131,
72140,
72223,
72354,
72390,
72459,
72515,
72555,
72585,
72685,
72802,
72841,
72852,
72932,
71659,
71676,
71836,
86004,
86038,
86325,
86437,
86502,
85007,
85118,
85298,
85307,
85360,
85534,
