name,place_id,types,price_level,rating,user_ratings_total,vicinity,category,zip_code,latitude,longitude,zip_new
Soul & Sea Cafe,ChIJN-doYj8FyIkRF8icRDgyZxw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,17,"3713 Greenmount Ave, Baltimore",seafood restaurant,21218,39.3322127,-76.6008334,21218
Silver Star Restaurant,ChIJ10hsg_AEyIkR8iRVKzNwvj4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.0,117,"801 Bonaparte Ave, Baltimore",seafood restaurant,21218,39.3322127,-76.6008334,21218
Creole Soul Restaurant,ChIJcd_kU60FyIkRKsVISsfHJ2I,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.7,191,"301 W 29th St, Baltimore",seafood restaurant,21218,39.3322127,-76.6008334,21211
Tamber's Restaurant,ChIJwxGV1h8FyIkRrE7wd3yfU6M,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,640,"3327 St Paul St, Baltimore",indian restaurant,21218,39.3322127,-76.6008334,21218
Sakoon Indian Fusion Restaurant,ChIJYfM27BoFyIkRuNk1GjIIDnU,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,318,"3105 St Paul St B, Baltimore",indian restaurant,21218,39.3322127,-76.6008334,21218
Ambassador Dining Room,ChIJ3-CFMCIFyIkRsEVoJViEB3Q,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,405,"3811 Canterbury Rd, Baltimore",indian restaurant,21218,39.3322127,-76.6008334,21218
Charles Village Pizza,ChIJ-YkifOgEyIkRxnsJ6UvbfOk,"['meal_takeaway', 'meal_delivery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.0,105,"2435 St Paul St, Baltimore",indian restaurant,21218,39.3322127,-76.6008334,21218
Creole Soul Restaurant,ChIJcd_kU60FyIkRKsVISsfHJ2I,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.7,191,"301 W 29th St, Baltimore",soul food,21218,39.3322127,-76.6008334,21211
Vasachy's Restaurant and Catering,ChIJwxfTFOgEyIkRrEtr0DxPli4,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,176,"2445 B N Charles St, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
Collins Soul Cuisine,ChIJ0Q2PXpUFyIkRboXmyD32SnE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,3,"Bartlett Ave, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
Soul & Sea Cafe,ChIJN-doYj8FyIkRF8icRDgyZxw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,17,"3713 Greenmount Ave, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
Taste This,ChIJAzWwh-gEyIkRJH7Q6-TLLgo,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,1230,"102 E 25th St, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
The Gift,ChIJLW7YBvcEyIkRyZmrR3qqp4I,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,128,"2102 Harford Rd, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
Tonya's Soulfood,ChIJMyE6NAIFyIkRvw8ZRfXaKCc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.0,30,"2002 Harford Rd, Baltimore",soul food,21218,39.3322127,-76.6008334,21205
GEORGIA PEACH,ChIJAzmruS4FyIkRdZEB4DErPXo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.8,111,"1513 Havenwood Rd, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
Texas Chicken & Grill,ChIJKZVSgh0FyIkRls9Sph_-TAg,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.0,496,"2838, 3300 Greenmount Ave, Baltimore",soul food,21218,39.3322127,-76.6008334,21218
BeBim Korean BBQ,ChIJDw1b9NwEyIkR1LP3thzve-g,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,3.0,65,"R. House, 301 W. 29th Street, Stall 3 (#1003), 301 W 29th St r house, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21211
Ajumma,ChIJ343GU-AEyIkRFlRQuXJ_RCk,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.4,212,"3121 St Paul St, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21218
Jong Kak,ChIJe6fFbeoEyIkRqf2I-jEFHYo,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.3,908,"18 W 20th St, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21218
IMOJANG Korean Restaurant,ChIJv91Va6wFyIkRg6jiEjMKOuM,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.3,4,"12 W 20th St, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21218
Be-One,ChIJScS_wsEEyIkRllEG3snJvoI,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.2,437,"2016 Maryland Ave, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21218
Kong (Pocha),ChIJT7VJP7wFyIkRAtojr2_HJ4I,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.6,331,"12 W 20th St, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21218
Brown Rice Korean Grill - N Charles,ChIJtyDEM-gEyIkRp4IKNWnpxto,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.5,336,"2404 N Charles St, Baltimore",Korean restaurant,21218,39.3322127,-76.6008334,21218
Koshary Corner,ChIJmbwsIJ3Zt4kRZSIBgEaW76Q,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.6,177,"301 W 29th St, Baltimore",Mediterranean restaurant,21218,39.3322127,-76.6008334,21211
Cypriana,ChIJWwy0uCMFyIkRVj0E94C_N7k,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.4,598,"105 W 39th St, Baltimore",Mediterranean restaurant,21218,39.3322127,-76.6008334,21210
Bab Al Yemen Restaurant مطعم باب اليمن,ChIJ81LamugFyIkR__lyN7sR790,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.9,39,"3320 Greenmount Ave, Baltimore",Mediterranean restaurant,21218,39.3322127,-76.6008334,21218
Doner Bros,ChIJE84CeiwFyIkRLihE0X05gLg,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.2,490,"3204 St Paul St, Baltimore",Mediterranean restaurant,21218,39.3322127,-76.6008334,21218
Hibiscus Restaurant,ChIJWSJ5FVYFyIkRM4Yr_mCIulY,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.1,57,"110 W 25th St, Baltimore",Mediterranean restaurant,21218,39.3322127,-76.6008334,21218
Amano Taco,ChIJDw1b9NwEyIkRU247uhCVA7w,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.4,112,"301 W 29th St r house, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21211
Poblano Mexican Grill,ChIJHWbkPskFyIkRIWjVyI9XFJI,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.6,11,"407 E 32nd St, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21218
Clavel,ChIJA0P5MMIEyIkRsXlfQxyrYl0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.7,2330,"225 W 23rd St, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21211
Qué Rico Tex-Mex,ChIJD0zQOlQFyIkRZ5PTHN9vyNY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,0.0,0,"416 E 30th St, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21218
Chipotle Mexican Grill,ChIJp_cvUOAEyIkR7uUM3dmOZWQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.4,902,"3201 St Paul St, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21218
Chipotle Mexican Grill,ChIJH2oVwd4FyIkRM61Gr9eniZo,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,2.1,204,"1507, 100 Havenwood Rd Suite F, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21218
Tio G's Chimi and Empanadas,ChIJXcvG_WIFyIkRgeo6mVffPhw,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.3,8,"301 W 29th St r house, Baltimore",Mexican Restaurant,21218,39.3322127,-76.6008334,21211
Bab Al Yemen Restaurant مطعم باب اليمن,ChIJ81LamugFyIkR__lyN7sR790,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.9,39,"3320 Greenmount Ave, Baltimore",Middle Eastern Restaurant,21218,39.3322127,-76.6008334,21218
Koshary Corner,ChIJmbwsIJ3Zt4kRZSIBgEaW76Q,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.6,177,"301 W 29th St, Baltimore",Middle Eastern Restaurant,21218,39.3322127,-76.6008334,21211
Doner Bros,ChIJE84CeiwFyIkRLihE0X05gLg,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.2,490,"3204 St Paul St, Baltimore",Middle Eastern Restaurant,21218,39.3322127,-76.6008334,21218
Cypriana,ChIJWwy0uCMFyIkRVj0E94C_N7k,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,598,"105 W 39th St, Baltimore",Middle Eastern Restaurant,21218,39.3322127,-76.6008334,21210
NuVegan Cafe,ChIJC1-Hd3cFyIkRL0_Iba3Svp8,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.4,201,"3105 St Paul St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
"J Corbin’s Vegan Fitness Cafe, LLC",ChIJrepdikMFyIkRqo3lmpPwF5Q,"['restaurant', 'point_of_interest', 'food', 'establishment']",,0.0,0,"3500 Hillen Rd, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Taco Puss,ChIJr1nqCoIFyIkRPphCuHRNo6w,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,5.0,1,"3326 Greenmount Ave, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Koshary Corner,ChIJmbwsIJ3Zt4kRZSIBgEaW76Q,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.6,177,"301 W 29th St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21211
&pizza - Charles Village,ChIJn-SfspoFyIkRalfdPpxiovE,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.0,301,"3201 St Paul St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
My Mama's Vegan,ChIJP7tRdjYFyIkRerevnkyp_iM,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.4,225,"3008 Greenmount Ave, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
​Tian Yi,ChIJAVIInh0FyIkRjIScKPveKC0,"['restaurant', 'point_of_interest', 'food', 'establishment']",,3.9,17,"3320 Greenmount Ave, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Tamber's Restaurant,ChIJwxGV1h8FyIkRrE7wd3yfU6M,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.4,640,"3327 St Paul St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Sakoon Indian Fusion Restaurant,ChIJYfM27BoFyIkRuNk1GjIIDnU,"['meal_delivery', 'restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.1,318,"3105 St Paul St B, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
honeygrow,ChIJ96IbauAEyIkRGARihAfu6mk,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.1,492,"3212 St Paul St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
sweet27 bakery and restaurant,ChIJdSCRnt0EyIkRVPC3_TNKcDg,"['cafe', 'bakery', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",2.0,4.5,728,"123 W 27th St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Khepera's Kitchen,ChIJ6cJ5WuIEyIkRl4pjZZQPvHw,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.9,102,"418 E 31st St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
One World Cafe,ChIJkSDuKyIFyIkRDMz7lHKUAmI,"['cafe', 'restaurant', 'point_of_interest', 'food', 'store', 'establishment']",2.0,4.4,727,"100 W University Pkwy, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21210
Terra Cafe,ChIJuUTXiegEyIkRaHPl2VO2Oqs,"['cafe', 'restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.4,910,"101 E 25th St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Ambassador Dining Room,ChIJ3-CFMCIFyIkRsEVoJViEB3Q,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.3,405,"3811 Canterbury Rd, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Ajumma,ChIJ343GU-AEyIkRFlRQuXJ_RCk,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.4,212,"3121 St Paul St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Cypriana,ChIJWwy0uCMFyIkRVj0E94C_N7k,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.4,598,"105 W 39th St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21210
Sister House,ChIJIT4qRO0FyIkRoYjiz5and6w,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.2,35,"2436 N Charles St, Baltimore",Vegetarian Restaurant,21218,39.3322127,-76.6008334,21218
Italian Pizza One Stop,ChIJtQArNvwFyIkRLBjnDLsDl3g,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,2.0,7,"750 E 25th St, Baltimore",Italian restaurant,21218,39.3322127,-76.6008334,21218
Patro's Pizza,ChIJQyVkUP4FyIkRkYzNH6LRIOc,"['store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.8,112,"2334 N Charles St, Baltimore",Italian restaurant,21218,39.3322127,-76.6008334,21218
HomeSlyce - JHU,ChIJP9__SdQFyIkRjqOxTcPc30k,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,133,"3333 N Charles St, Baltimore",Italian restaurant,21218,39.3322127,-76.6008334,21218
Ambassador Dining Room,ChIJ3-CFMCIFyIkRsEVoJViEB3Q,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,405,"3811 Canterbury Rd, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21218
Alizee,ChIJlRex6CEFyIkR_-0xyknMPhk,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.0,3.2,54,"4 W University Pkwy, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21218
Silver Star Restaurant,ChIJ10hsg_AEyIkR8iRVKzNwvj4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.0,117,"801 Bonaparte Ave, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21218
Creole Soul Restaurant,ChIJcd_kU60FyIkRKsVISsfHJ2I,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,3.7,191,"301 W 29th St, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21211
Gertrude's,ChIJYV3dXpYEyIkR6uTgSST2xhI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,504,"10 Art Museum Dr, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21218
Sakoon Indian Fusion Restaurant,ChIJYfM27BoFyIkRuNk1GjIIDnU,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,318,"3105 St Paul St B, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21218
Hibiscus Restaurant,ChIJWSJ5FVYFyIkRM4Yr_mCIulY,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.1,57,"110 W 25th St, Baltimore",Fine Dining Restaurant,21218,39.3322127,-76.6008334,21218
"York Pizza, Subs & Wings More",ChIJz4T_CB0FyIkRP0jeTOkAPbk,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,775,"3401 Greenmount Ave, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
HomeSlyce - JHU,ChIJP9__SdQFyIkRjqOxTcPc30k,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,133,"3333 N Charles St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Patro's Pizza,ChIJQyVkUP4FyIkRkYzNH6LRIOc,"['restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2.0,3.8,112,"2334 N Charles St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Papa Johns Pizza,ChIJ49hECeIEyIkREGFRvLoecfw,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.1,308,"347 E 33rd St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Italian Pizza One Stop,ChIJtQArNvwFyIkRLBjnDLsDl3g,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,2.0,7,"750 E 25th St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
American Wings & Pizza,ChIJl0BRVugEyIkRrOFb45tBgJY,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.4,356,"2400 St Paul St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
&pizza - Charles Village,ChIJn-SfspoFyIkRalfdPpxiovE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.0,301,"3201 St Paul St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Molina Brick Oven Pizza,ChIJeYFg9NwEyIkRbvICYu2ApuA,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.8,84,"301 W 29th St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21211
Charles Village Pizza,ChIJ-YkifOgEyIkRxnsJ6UvbfOk,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",2.0,4.0,105,"2435 St Paul St, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Pizza Boli's,ChIJvdyWYNwEyIkRHcOr_x_fNq8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,531,"2014 N Charles St #110, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Pizza Plus,ChIJGUf5qeMEyIkRnWC4xICkPZo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,0.0,0,"3014 Greenmount Ave, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Nino's Fresh Pizza Dough,ChIJ3-zCyPoEyIkR4KVHBlE_PFc,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.5,20,"2525 Loch Raven Rd, Baltimore",Pizza,21218,39.3322127,-76.6008334,21218
Charles Village Pizza,ChIJ-YkifOgEyIkRxnsJ6UvbfOk,"['meal_delivery', 'meal_takeaway', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",2.0,4.0,105,"2435 St Paul St, Baltimore",Halal Restaurant,21218,39.3322127,-76.6008334,21218
Jordanian Halal Food Truck,ChIJtas2sNIFyIkRCVKwfxttIgM,"['restaurant', 'point_of_interest', 'food', 'establishment']",,4.9,97,"E 34th St &, N Charles St, Baltimore",Halal Restaurant,21218,39.3322127,-76.6008334,21218
International Grocery & Halal Meat INC,ChIJDXJynR0FyIkRK1NqPr1FAy4,"['grocery_or_supermarket', 'supermarket', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",,4.5,201,"3314 Greenmount Ave, Baltimore",Halal Restaurant,21218,39.3322127,-76.6008334,21218
Doner Bros,ChIJE84CeiwFyIkRLihE0X05gLg,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.2,490,"3204 St Paul St, Baltimore",Halal Restaurant,21218,39.3322127,-76.6008334,21218
Spanky Chicken n Fish,ChIJXUIKcFgFyIkRzECisPoRdU8,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.1,9,"3320 Greenmount Ave, Baltimore",Halal Restaurant,21218,39.3322127,-76.6008334,21218
Wendy's,ChIJQfPNyKvwwIcRJd1w9amYmtk,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.9,1214,"1208 Armour Rd, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Burger King,ChIJoYY40bz7wIcRURsSX47YOEA,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,1558,"1970 Diamond Pkwy, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
McDonald's,ChIJdwTnOQL6wIcRAfkmFJsb5U8,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",1.0,3.4,2881,"2200 Vernon St, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Dairy Queen Grill & Chill,ChIJ_6ay_7HwwIcR74WpbmyDUYM,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']",1.0,3.9,1420,"615 Armour Rd, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Arby's,ChIJn6FsCgH6wIcR017yo3CFH1Q,"['meal_takeaway', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",1.0,3.7,1228,"2108 Taney St, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Taco Bell,ChIJf9Um8avwwIcR5XGx0EIBWWQ,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.7,1307,"1040 Armour Rd, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Tay's Burger Shack,ChIJN4xkA6zwwIcROffDWSZ3GH8,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.6,3858,"1019 Armour Rd, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
In-A-Tub,ChIJsdb9O0L3wIcRQ_zIG60Dijo,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.5,2127,"4000 N Oak Trafficway, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
McDonald's,ChIJjQ-CFEL3wIcRvN3Tvt5LX6k,"['cafe', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",1.0,3.2,1131,"4002 N Oak Trafficway, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Subway,ChIJdWhFcQH6wIcRrR2PtQnFrUI,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,377,"2105 Taney St, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Subway,ChIJD8Gbo2n3wIcRffSFncFcEFY,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.9,131,"4227 N Oak Trafficway, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Quiznos,ChIJwfEA3wL6wIcROtRnQcl3qmU,"['restaurant', 'store', 'food', 'point_of_interest', 'establishment']",1.0,4.0,333,"2384 Armour Rd, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Viking Food Kc,ChIJLaIoc2j3wIcRPFZoD8qkFkg,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.8,39,"4027 N Cherry St, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Hawaiian Bros Island Grill,ChIJFz73EFvxwIcREyKRC5_cIJA,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.7,4732,"101 Armour Rd North, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Subway,ChIJZVfRJ-H5wIcRwNDtVuwkii0,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,2.5,117,"1802 NE Parvin Rd Shop 1802, Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Jimmy John's,ChIJDxZad7HwwIcRSko0PyZO-rE,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.0,202,"407 Armour Rd, North Kansas City",fast food,64116,39.1584696,-94.5727598,64116
Lucky Dragon Chinese Restaurant,ChIJM1QC9bHwwIcRjmgR4Pt8Ez8,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.1,838,"520 Armour Rd #3514, North Kansas City",Chinese restaurant,64116,39.1584696,-94.5727598,64116
Spices Asian Restaurant,ChIJDzap7rTwwIcRrWJPfSNXT04,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,775,"2417 Burlington St, North Kansas City",Chinese restaurant,64116,39.1584696,-94.5727598,64116
Wolcano Teppanyaki,ChIJdeUAPLPxwIcRFt9G0QM0rHk,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,388,"1207 Armour Rd, North Kansas City",Chinese restaurant,64116,39.1584696,-94.5727598,64116
Spices Asian Restaurant,ChIJDzap7rTwwIcRrWJPfSNXT04,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,775,"2417 Burlington St, North Kansas City",Asian Fusion,64116,39.1584696,-94.5727598,64116
Wolcano Teppanyaki,ChIJdeUAPLPxwIcRFt9G0QM0rHk,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,388,"1207 Armour Rd, North Kansas City",Asian Fusion,64116,39.1584696,-94.5727598,64116
Bun mee phan,ChIJhfTGnGn3wIcR1Z7EcBuv7_c,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.6,777,"4011 N Oak Trafficway, Kansas City",Asian Fusion,64116,39.1584696,-94.5727598,64116
Wolcano Teppanyaki,ChIJdeUAPLPxwIcRFt9G0QM0rHk,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,388,"1207 Armour Rd, North Kansas City",Japanese restaurant,64116,39.1584696,-94.5727598,64116
Spices Asian Restaurant,ChIJDzap7rTwwIcRrWJPfSNXT04,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.3,775,"2417 Burlington St, North Kansas City",Japanese restaurant,64116,39.1584696,-94.5727598,64116
Trezo Mare Restaurant & Lounge,ChIJo81EkBj3wIcRISBrzsuPLdU,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.5,1844,"4105 N Mulberry Dr, Kansas City",seafood restaurant,64116,39.1584696,-94.5727598,64116
Spices Asian Restaurant,ChIJDzap7rTwwIcRrWJPfSNXT04,"['restaurant', 'point_of_interest', 'food', 'establishment']",2.0,4.3,775,"2417 Burlington St, North Kansas City",indian restaurant,64116,39.1584696,-94.5727598,64116
Queen Sweets And Mediterranean Grill,ChIJs3YlcUL3wIcRJn5Kfk_SlkI,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.5,745,"4107 N Cherry St suite c, Kansas City",indian restaurant,64116,39.1584696,-94.5727598,64116
Queen Sweets And Mediterranean Grill,ChIJs3YlcUL3wIcRJn5Kfk_SlkI,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.5,745,"4107 N Cherry St suite c, Kansas City",Mediterranean restaurant,64116,39.1584696,-94.5727598,64116
El Canelo Mexican Restaurant,ChIJa5dl9xPxwIcRRki09Wtuby8,"['restaurant', 'point_of_interest', 'food', 'establishment']",1.0,4.4,408,"1800 Swift St, North Kansas City",Mexican Restaurant,64116,39.1584696,-94.5727598,64116
