,name,place_id,types,price_level,rating,user_ratings_total,vicinity,category,zip_code,latitude,longitude,zip_new
0,Mom’s Spaghetti,ChIJCx9C3EXHwoARB_QQuRuUfrQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",,5,4,"819 Main St, Los Angeles",mom Spaghetti,90014,34.0434783,-118.2519314,90014
