name,place_id,types,price_level,rating,user_ratings_total,vicinity,category,zip_code,latitude,longitude,zip_new
Pizza Italia,ChIJz3NTQ7XHwoARBCIO0GrBPHs,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,52,"311 W 7th St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90014
Domino's Pizza,ChIJOaegwbTHwoARg7zN_9nq5Uc,"['meal_takeaway', 'meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,3.8,662,"740 S Olive St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90014
Picasso Pie Stone fire Pizza,ChIJM7r7Y2HHwoARX_2CcMkQrow,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.9,85,"105 E 8th St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90014
Corleone Pizza,ChIJsWWXXLXHwoARmme1j5F84Fk,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.3,44,"310 W 7th St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90014
Los Angeles New York Pizza,ChIJGZF07bTHwoARmIgyqd3neEo,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,69,"518 W 6th St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90014
PI^L.A.,ChIJ207pQBDHwoARIbTk5ej7y3w,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.8,102,"124 4th St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90013
Amante Restaurant,ChIJy5RLmMvHwoAR_aX4-0MXF5I,"['meal_delivery', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.1,438,"123 E 9th St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90015
Prufrock Pizzeria,ChIJtUf7DUrGwoAR0390sqnZRys,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.0,46,"446 Main St, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90013
Pizza Napolita,ChIJDeXlo7THwoARyXQHSQmxkr0,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,95,"541 S Spring St Suite 112-113, Los Angeles",Pizza,90014,34.0434783,-118.2519314,90013
Anwar's Kitchen,ChIJscNxERvHwoARYKHUUyOyJQw,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.6,526,"217 E 8th St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90014
Shayan Express Restaurant,ChIJSzzm68zHwoARxBUMwfxQwv4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,302,"945 Wall St Unit#6, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90015
LA HALAL TACO/Catering,ChIJ0dMuEdbHwoAR_BMC_muasxA,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,5.0,5,"224 Boyd St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90013
Sultan Chicken,ChIJeaZHzErGwoARc5OKmSXXd-8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.5,204,"311 W 6th St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90013
Kabab and More,ChIJDZozB73HwoARl5oypZ1c6GM,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,9,"663 S Hill St M105, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90014
Dream Kabob House,ChIJ8Ym4UMvHwoARsexfwgrQ42o,"['restaurant', 'food', 'point_of_interest', 'establishment']",,4.5,121,"229 E 9th St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90015
Zankou Chicken,ChIJ55AWVZTHwoARrHgwUONtYi4,"['restaurant', 'food', 'point_of_interest', 'establishment']",1.0,4.3,203,"611 W 7th St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90017
California Kabob Kitchen,ChIJn57GZ8nHwoARIq6x5y9ZGT8,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.5,275,"141 W 11th St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90015
Fatima's Grill - DTLA,ChIJG8JQSB7HwoARJ2k7Djk2fmI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.2,32,"109 E 9th St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90015
Shekarchi Bar & Grill,ChIJNx5CjuLHwoAR-VZOkflZXuw,"['restaurant', 'food', 'point_of_interest', 'establishment']",2.0,4.4,627,"920 S Olive St, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90015
Pasha's Persian Restaurant,ChIJL4vKAMvHwoARk3720UQ2F38,"['restaurant', 'food', 'point_of_interest', 'establishment']",,3.0,2,"112 W 9th St #106, Los Angeles",Halal Restaurant,90014,34.0434783,-118.2519314,90015
